id_attack	name	type_1	type_2	type_3	type_4	type_5	value	text
683	Blind Scratch	10	10				60	Flip a coin. If tails, this attack does no damage to the Defending Pokémon. Instead, this attack does 20 damage to 1 of your Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
684	Blinding Light	4	10	10			30	Flip a coin. If heads, the Defending Pokémon is now Confused.
685	Blinding Scythe	1	1	10			60	
686	Blinding Scythe	3	10	10			40	
687	Blinding Scythe	10					20	
688	Blindside	7						Does 50 damage to 1 of your opponent's Pokémon that has any damage counters on it. (Don't apply Weakness and Resistance for Benched Pokémon.)
689	Blindside	7	7					Choose 1 of your opponent's Pokémon that has any damage counters on it. This attack does 50 damage to that Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
690	Blindside	10	10					This attack does 60 damage to 1 of your opponent's Pokémon that has any damage counters on it. (Don't apply Weakness and Resistance for Benched Pokémon.)
691	Blindside	7	7					This attack does 100 damage to 1 of your opponent's Pokémon that has any damage counters on it. (Don't apply Weakness and Resistance for Benched Pokémon.)
692	Blizzard	10	10	10			30	Flip a coin. If heads, this attack does 10 damage to each of your opponent's Benched Pokémon. If tails, this attack does 10 damage to each of your own Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
693	Blizzard	6					30	This attack does 10 damage to each of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
694	Blizzard	6	10				30	Does 10 damage to each of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
695	Blizzard	6	10	10			40	Flip a coin. If heads, this attack does 10 damage to each of your opponent's Benched Pokémon. If tails, this attack does 10 damage to each of your Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
696	Blizzard	6	6	10			60	Flip a coin. If heads, this attack does 10 damage to each of your opponent's Benched Pokémon. If tails, this attack does 10 damage to each of your Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
697	Blizzard	6	6	6			30	Flip a coin. If heads, this attack does 10 damage to each of your opponent's Benched Pokémon. If tails, this attack does 10 damage to each of your own Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
698	Blizzard	6	6	6	6		50	Flip a coin. If heads, this attack does 10 damage to each of your opponent's Benched Pokémon. If tails, this attack does 10 damage to each of your own Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
699	Blizzard	6	10	10	10		120	This attack does 10 damage to each of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
700	Blizzard	6	10	10			80	This attack also does 10 damage to each of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
701	Blizzard	6	10	10			70	This attack also does 10 damage to each of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
702	Blizzard	6	6	10			120	This attack also does 10 damage to each of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
703	Blizzard	6	5	10	10		90	Does 10 damage to each of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
704	Blizzard Burn	6	6	10			120	This Pokémon can't attack during your next turn.
705	Blizzard Burn	6	6	10			130	This Pokémon can't attack during your next turn.
706	Blizzard Burn	6	6	6			160	This Pokémon can't attack during your next turn.
707	Blizzard Burn	6	6	10	10		150	This Pokémon can't attack during your next turn.
708	Blizzard Burn	6	10	10	10		150	This Pokémon can't attack during your next turn.
709	Blizzard Edge	6	6	10			160	Discard 2 Energy from this Pokémon.
710	Block	10						The Defending Pokémon can't retreat during your opponent's next turn.
711	Block Signal	10					10	If Regice ex is in play, flip a coin. If heads, the Defending Pokémon is now Confused.
712	Blockade	10					10	Your opponent can't play any Supporter cards from his or her hand during his or her next turn.
713	Bloom Buster	3	3	10	10		130	Flip a coin. If heads, this attack does 30 damage to each of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
714	Blot	10					10	Heal 10 damage from this Pokémon.
715	Blot	10					10	Remove 1 damage counter from Lotad.
716	Blot	10	10				20	Remove 1 damage counter from Lotad.
717	Blot	10	10				20	Remove 1 damage counter from Swalot.
718	Blot	10	10				20	Remove 2 damage counters from Lombre.
719	Blot	3						If there are any damage counters on Erika's Oddish, remove 1 of them.
720	Blot	3					10	Remove 1 damage counter from Oddish.
721	Blot	3	10				20	Remove 1 damage counter from Bellsprout, if any.
722	Blot	6					10	Remove 2 damage counters from Oddish.
723	Blot	3	10				10	Heal 10 damage from this Pokémon.
724	Blot	3					10	Heal 10 damage from this Pokémon.
725	Blot	3	10				20	Heal 10 damage from this Pokémon.
726	Blot	6					10	Heal 10 damage from this Pokémon.
727	Blow Through	10	10				30+	If there is any Stadium card in play, this attack does 30 more damage.
728	Blow Through	7					20+	If there is any Stadium card in play, this attack does 20 more damage.
729	Blowing Wind	5						Flip a coin. If heads, put 1 of your Benched Pokémon and all cards attached to on top of your deck. Shuffle your deck afterward.
730	Blown Kiss	10						Put 1 damage counter on 1 of your opponent's Pokémon.
731	Blown Kiss	5						Put 1 damage counter on 1 of your opponent's Pokémon.
732	Blue Flare	2	2	10			120	Discard 2 Fire Energy attached to this Pokémon.
733	Blue Surge-GX	6	6	6	10	10	220	Move all Energy from this Pokémon to your Benched Pokémon in any way you like. (You can't use more than 1 GX attack in a game.)
734	Body Press	10	10	10	10		60	Flip a coin. If heads, the Defending Pokémon is now Paralyzed and discard an Energy card attached to the Defending Pokémon.
735	Body Slam	10					10	Flip a coin. If heads, the Defending Pokémon is now Paralyzed.
736	Body Slam	10	10				10	Flip a coin. If heads, the Defending Pokémon is now Paralyzed.
737	Body Slam	10	10				20	Flip a coin. If heads, the Defending Pokémon is now Paralyzed.
738	Body Slam	10	10				30	Flip a coin. If heads, the Defending Pokémon is now Paralyzed.
739	Body Slam	10	10	10			20	Flip a coin. If heads, the Defending Pokémon is now Paralyzed.
740	Body Slam	10	10	10			30	Flip a coin. If heads, the Defending Pokémon is now Paralyzed.
741	Body Slam	10	10	10	10		30	Flip a coin. If heads, the Defending Pokémon is now Paralyzed.
742	Body Slam	10	10	10	10		50	Flip a coin. If heads, the Defending Pokémon is now Paralyzed.
743	Body Slam	7	10	10			30	Flip a coin. If heads, the Defending Pokémon is now Paralyzed.
744	Body Slam	9	10				20	Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.
745	Body Slam	2	10	10			20	Flip a coin. If heads, the Defending Pokémon is now Paralyzed.
746	Body Slam	3	10				20	Flip a coin. If heads, the Defending Pokémon is now Paralyzed.
747	Body Slam	3	10	10			20	Flip a coin. If heads, the Defending Pokémon is now Paralyzed.
748	Body Slam	3	3				20	Flip a coin. If heads, the Defending Pokémon is now Paralyzed.
749	Body Slam	3	3	10			40	Flip a coin. If heads, the Defending Pokémon is now Paralyzed.
750	Body Slam	3	3	10	10		40	Flip a coin. If heads, the Defending Pokémon is now Paralyzed.
751	Body Slam	8	10				20	Flip a coin. If heads, the Defending Pokémon is now Paralyzed.
752	Body Slam	8	10				30	Flip a coin. If heads, the Defending Pokémon is now Paralyzed.
753	Body Slam	2	10				50	Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.
754	Body Slam	10	10				30	Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.
755	Body Slam	6	10	10			30	Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.
756	Body Slam	1	1	1	1		40	Flip a coin. If heads, the Defending Pokémon is now Paralyzed.
757	Body Surf	10						Attach a Water Energy card from your hand to this Pokémon. If you do, switch it with 1 of your Benched Pokémon.
758	Boiling Impact	8	8	10			130	Discard 2 Energy from this Pokémon.
759	Boiling Impact	2	2	10			130	Discard 2 Energy from this Pokémon.
760	Boing Boing Tail	10	10	10				This attack does 60 damage to 1 of your opponent's Pokémon-GX or Pokémon-EX. (Don't apply Weakness and Resistance for Benched Pokémon.)
761	Bolt Storm	4	10				10+	This attack does 30 more damage for each Lightning Energy attached to all of your Pokémon.
762	Bolt Strike	4	4	10			120	This Pokémon does 40 damage to itself.
763	Bolt Strike	4	4	10	10		150	Flip a coin. If tails, this Pokémon does 50 damage to itself.
764	Bomb Risk	8	8	10			80	Does 10 damage to each Benched Pokémon (both yours and your opponent's). (Don't apply Weakness and Resistance for Benched Pokémon.) Flip a coin. If tails, Forretress does 80 damage to itself.
765	Bombast	7	7	10	10		40×	Does 40 damage times the number of Prize cards you have taken.
766	Bone Attack	1					20	Flip a coin. If tails, this attack does nothing.
767	Bone Beatdown	5	10				60	
768	Bone Drop	10						This attack does 60 damage to 1 of your opponent's Pokémon that has an Ability. (Don't apply Weakness and Resistance for Benched Pokémon.)
769	Bone Impact	1	1				20+	If there is any Stadium card in play, this attack does 20 damage plus 60 more damage. Discard that Stadium card.
770	Bone Lock	1					30	The Defending Pokémon can't retreat during your opponent's next turn.
771	Bone Revenge	1	10				20+	This attack does 40 more damage for each Prize card your opponent has taken.
772	Bone Rush	10	10				20×	Flip a coin until you get tails. This attack does 20 damage times the number of heads.
773	Bone Rush	7					30×	Flip a coin until you get tails. This attack does 30 damage times the number of heads.
774	Bone Rush	1	10	10			50×	Flip a coin until you get tails. This attack does 50 damage times the number of heads.
775	Bone Rush	1	1				50×	Flip a coin until you get tails. This attack does 50 damage times the number of heads.
776	Bone Rush	1					50×	Flip a coin until you get tails. This attack does 50 damage for each heads.
777	Bone Rush	7					30×	Flip a coin until you get tails. This attack does 30 damage for each heads.
778	Bone Smash	1	10					Flip a coin. If tails, this attack does nothing.
779	Bone Windmill	1	10				60	If your opponent's Active Pokémon is a Pokémon-EX, switch this Pokémon with 1 of your Benched Pokémon.
780	Bonemerang	10	10				60×	Flip 2 coins. This attack does 60 damage times the number of heads.
781	Bonemerang	1					10×	Flip 2 coins. This attack does 10 damage times the number of heads.
782	Bonemerang	1	10				20×	Flip 2 coins. This attack does 20 damage times the number of heads.
783	Bonemerang	1	1				30×	Flip 2 coins. This attack does 30 damage times the number of heads.
784	Bonemerang	1	10				60×	Flip 2 coins. This attack does 60 damage times the number of heads.
785	Bonemerang	10	10				20×	Flip 2 coins. This attack does 20 damage for each heads.
786	Bonfire	2	2	2			10×	Flip 3 coins. For each heads, discard 1 Energy card attached to Blaine's Charmeleon. If you can't discard Energy cards, this attack does nothing. This attack does 10 damage times the number of heads to each of your opponent's Pokémon. Don't apply Weakness and Resistance for this attack. (Any other effects that would happen after applying Weakness and Resistance still happen.)
787	Bonus Leaf	3						Remove 3 damage counters from each of your Benched Pokémon that has any Grass Energy attached to it.
788	Boomburst	10	10					This attack does 20 damage to each of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
789	Boomburst	5	7	10				This attack does 30 damage to each of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
790	Boomburst	10						This attack does 20 damage to each of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
791	Boomburst-GX	5	7	10				This attack does 50 damage to each of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) (You can't use more than 1 GX attack in a game.)
792	Boomerang Lariat	1	1	1			100	During your next turn, this Pokémon's attacks do 100 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance).
793	Booming Thunder	4					30	Attach a Lightning Energy card from your discard pile to 1 of your Benched Pokémon.
794	Boost Fang	1					20	Attach a Fighting Energy card from your discard pile to 1 of your Benched Pokémon.
795	Borne Ashore	10						Put a Basic Pokémon from either player's discard pile onto its owner's Bench.
